Bandit,Reward,Algorithm
3,4.204188102110585,Epsilon-Greedy
3,4.171808903843755,Epsilon-Greedy
3,2.7988236938127287,Epsilon-Greedy
3,3.225508404273535,Epsilon-Greedy
3,4.577735715020794,Epsilon-Greedy
3,3.7335353384878736,Epsilon-Greedy
3,4.24799446331578,Epsilon-Greedy
3,4.865277333609376,Epsilon-Greedy
3,2.812807247927294,Epsilon-Greedy
3,4.126638716280129,Epsilon-Greedy
3,3.407403874234385,Epsilon-Greedy
3,3.6671711054475176,Epsilon-Greedy
3,3.9257245982186944,Epsilon-Greedy
3,4.920326079971789,Epsilon-Greedy
3,4.496413542526279,Epsilon-Greedy
3,2.653946305853027,Epsilon-Greedy
3,3.1694802069727563,Epsilon-Greedy
3,5.049494786746621,Epsilon-Greedy
3,4.138965266556096,Epsilon-Greedy
3,6.0795457016725045,Epsilon-Greedy
3,3.0111366310900047,Epsilon-Greedy
3,3.2510236407250903,Epsilon-Greedy
3,3.802067438333369,Epsilon-Greedy
3,2.8231331370410744,Epsilon-Greedy
3,3.647981590688124,Epsilon-Greedy
3,3.7342336947338537,Epsilon-Greedy
3,3.5930054242115443,Epsilon-Greedy
3,3.5794170523656708,Epsilon-Greedy
3,3.366454963798285,Epsilon-Greedy
3,4.250335514183385,Epsilon-Greedy
3,3.947843624855097,Epsilon-Greedy
3,2.2991802504079333,Epsilon-Greedy
3,4.50391749150025,Epsilon-Greedy
3,3.696918983016178,Epsilon-Greedy
3,5.407203556551737,Epsilon-Greedy
3,3.9030499955364015,Epsilon-Greedy
3,5.583728664030985,Epsilon-Greedy
3,2.608059660809472,Epsilon-Greedy
3,4.965787951829178,Epsilon-Greedy
3,3.8584254302956595,Epsilon-Greedy
3,3.7659726472516706,Epsilon-Greedy
3,2.2081716197252366,Epsilon-Greedy
3,3.0582600969992573,Epsilon-Greedy
3,4.527783934673448,Epsilon-Greedy
3,4.087172318497013,Epsilon-Greedy
3,4.033028663210956,Epsilon-Greedy
3,4.979109195504944,Epsilon-Greedy
3,3.734825182107156,Epsilon-Greedy
3,4.470158096943276,Epsilon-Greedy
3,4.592461928955543,Epsilon-Greedy
3,3.468161499079126,Epsilon-Greedy
3,3.4106442633618412,Epsilon-Greedy
3,2.9540166899261306,Epsilon-Greedy
3,3.9800001574525767,Epsilon-Greedy
3,4.18927442466773,Epsilon-Greedy
3,4.621451204200483,Epsilon-Greedy
3,4.338441642238294,Epsilon-Greedy
3,2.0669949915198305,Epsilon-Greedy
3,2.6204850495168737,Epsilon-Greedy
3,3.61011799889446,Epsilon-Greedy
3,5.196308041615859,Epsilon-Greedy
3,3.466355623761927,Epsilon-Greedy
3,3.9126634522340047,Epsilon-Greedy
3,3.8246273410008746,Epsilon-Greedy
3,3.2901332780754915,Epsilon-Greedy
3,5.017574301773347,Epsilon-Greedy
3,3.573059320347842,Epsilon-Greedy
3,3.477136244113009,Epsilon-Greedy
3,4.246811686192451,Epsilon-Greedy
3,4.355041616597079,Epsilon-Greedy
3,6.234669255618253,Epsilon-Greedy
3,2.802522651562553,Epsilon-Greedy
3,3.757103889384432,Epsilon-Greedy
3,4.3191013312506445,Epsilon-Greedy
3,2.8478974989139165,Epsilon-Greedy
3,4.785690566881669,Epsilon-Greedy
3,3.5837268434963927,Epsilon-Greedy
3,2.2410119661130254,Epsilon-Greedy
3,2.9088381589396617,Epsilon-Greedy
3,5.067671472514123,Epsilon-Greedy
3,3.722284275837108,Epsilon-Greedy
3,3.890904448183113,Epsilon-Greedy
3,4.980242626818902,Epsilon-Greedy
3,5.593256723510043,Epsilon-Greedy
3,5.779788299407601,Epsilon-Greedy
3,4.846774813917649,Epsilon-Greedy
3,3.8962828042841613,Epsilon-Greedy
3,4.393418402801582,Epsilon-Greedy
3,4.166577644447932,Epsilon-Greedy
3,3.1872455663710895,Epsilon-Greedy
3,3.7636411392495046,Epsilon-Greedy
3,4.633223726537356,Epsilon-Greedy
3,3.2999374362702003,Epsilon-Greedy
3,3.433135165884859,Epsilon-Greedy
3,4.588738452660293,Epsilon-Greedy
3,4.202566974792811,Epsilon-Greedy
3,4.052457191781574,Epsilon-Greedy
3,4.9126199310897505,Epsilon-Greedy
3,6.525154798409593,Epsilon-Greedy
3,3.894241735088695,Epsilon-Greedy
3,3.172432670248363,Epsilon-Greedy
3,3.032283339413962,Epsilon-Greedy
3,5.7674217852183896,Epsilon-Greedy
3,5.748256933516445,Epsilon-Greedy
3,4.047012812854571,Epsilon-Greedy
3,3.619471536928268,Epsilon-Greedy
3,3.46499978122044,Epsilon-Greedy
3,4.304679582400979,Epsilon-Greedy
3,6.200226807211388,Epsilon-Greedy
3,4.4198505244243895,Epsilon-Greedy
3,4.193381462500146,Epsilon-Greedy
3,3.866069025562603,Epsilon-Greedy
3,5.895028678745543,Epsilon-Greedy
3,2.9085998774876196,Epsilon-Greedy
3,3.4710150476931707,Epsilon-Greedy
3,3.2993092911768285,Epsilon-Greedy
3,3.6052874373673833,Epsilon-Greedy
3,2.929532516659581,Epsilon-Greedy
3,3.7907966229035988,Epsilon-Greedy
3,5.148407917981278,Epsilon-Greedy
3,3.5165917985424917,Epsilon-Greedy
3,1.4861735178322655,Epsilon-Greedy
3,3.98349837827436,Epsilon-Greedy
3,2.8168848021133557,Epsilon-Greedy
3,5.194450364733539,Epsilon-Greedy
3,5.129373602496711,Epsilon-Greedy
3,5.180887700606993,Epsilon-Greedy
3,5.766831142993215,Epsilon-Greedy
3,5.142022674228428,Epsilon-Greedy
3,1.5369425778470918,Epsilon-Greedy
3,4.816696369556167,Epsilon-Greedy
3,5.099047745828156,Epsilon-Greedy
3,4.101387605095476,Epsilon-Greedy
3,4.3927553479046635,Epsilon-Greedy
3,1.9253290117411268,Epsilon-Greedy
3,4.642820775208155,Epsilon-Greedy
3,3.4424707331086144,Epsilon-Greedy
3,3.160841567724141,Epsilon-Greedy
3,5.758943732262511,Epsilon-Greedy
3,4.299597468861747,Epsilon-Greedy
3,4.213028555897219,Epsilon-Greedy
3,3.191491088344636,Epsilon-Greedy
3,5.045377011794725,Epsilon-Greedy
3,4.340576144113861,Epsilon-Greedy
3,3.5170200827176816,Epsilon-Greedy
3,4.923343983094197,Epsilon-Greedy
3,2.3136368664234874,Epsilon-Greedy
3,2.6362424016211863,Epsilon-Greedy
3,3.808132086726126,Epsilon-Greedy
3,3.2305859092318148,Epsilon-Greedy
3,3.9010807430198517,Epsilon-Greedy
3,3.5829214143369463,Epsilon-Greedy
3,2.6200504045849486,Epsilon-Greedy
3,3.4612192839371323,Epsilon-Greedy
3,5.693710025884517,Epsilon-Greedy
3,1.877835078986684,Epsilon-Greedy
3,3.9924027371468793,Epsilon-Greedy
3,3.819696308516345,Epsilon-Greedy
3,3.223588494159506,Epsilon-Greedy
3,6.0850228392448855,Epsilon-Greedy
3,3.395516145478579,Epsilon-Greedy
3,4.650835818894885,Epsilon-Greedy
3,2.9298540730530647,Epsilon-Greedy
3,2.8174385474684667,Epsilon-Greedy
3,4.050065969199501,Epsilon-Greedy
3,2.5199199068051445,Epsilon-Greedy
3,3.976471538830476,Epsilon-Greedy
3,2.440120542389402,Epsilon-Greedy
3,4.50347037433613,Epsilon-Greedy
3,3.8249835221537776,Epsilon-Greedy
3,3.3368572167077275,Epsilon-Greedy
3,4.26824316917926,Epsilon-Greedy
3,3.2487685621138502,Epsilon-Greedy
3,3.5410806397363785,Epsilon-Greedy
3,3.739103084967965,Epsilon-Greedy
3,4.085360517369927,Epsilon-Greedy
3,2.6476725463800506,Epsilon-Greedy
3,6.062085017864003,Epsilon-Greedy
3,3.8631391899131278,Epsilon-Greedy
3,3.5013570880753035,Epsilon-Greedy
3,2.747047352966829,Epsilon-Greedy
3,4.796345193331464,Epsilon-Greedy
3,4.406919535525638,Epsilon-Greedy
3,2.539066725865581,Epsilon-Greedy
3,3.3207281557307913,Epsilon-Greedy
3,2.80900054291135,Epsilon-Greedy
3,3.816715128152368,Epsilon-Greedy
3,5.467125680804649,Epsilon-Greedy
3,4.721562659145528,Epsilon-Greedy
3,4.786740919162849,Epsilon-Greedy
3,5.203828323836312,Epsilon-Greedy
3,3.4514063788957836,Epsilon-Greedy
3,2.9792884548547685,Epsilon-Greedy
3,3.718867927361223,Epsilon-Greedy
3,3.9102240349280293,Epsilon-Greedy
3,2.2257372498358103,Epsilon-Greedy
3,4.308445347207944,Epsilon-Greedy
3,2.895268685596667,Epsilon-Greedy
3,4.308285456112393,Epsilon-Greedy
3,2.803108874405858,Epsilon-Greedy
3,4.723973659220646,Epsilon-Greedy
3,2.8390567797456834,Epsilon-Greedy
3,4.6762300972799045,Epsilon-Greedy
3,4.507682688853908,Epsilon-Greedy
3,3.875775872219619,Epsilon-Greedy
3,2.868595792246987,Epsilon-Greedy
3,5.397398493512122,Epsilon-Greedy
3,4.3448706616402655,Epsilon-Greedy
3,2.134095670709363,Epsilon-Greedy
3,3.457936143333342,Epsilon-Greedy
3,2.511946167860747,Epsilon-Greedy
3,4.559300012763756,Epsilon-Greedy
3,4.343136486918045,Epsilon-Greedy
3,3.0326999438735935,Epsilon-Greedy
3,5.356682259419236,Epsilon-Greedy
3,3.947438437196359,Epsilon-Greedy
3,4.066354104440489,Epsilon-Greedy
3,3.6515260718974907,Epsilon-Greedy
3,2.985496482647764,Epsilon-Greedy
3,5.012036173500032,Epsilon-Greedy
3,4.709448601081529,Epsilon-Greedy
3,3.4830717646677134,Epsilon-Greedy
3,3.980458325357768,Epsilon-Greedy
3,2.8249159176544048,Epsilon-Greedy
3,2.9835662690627394,Epsilon-Greedy
3,3.911778954065154,Epsilon-Greedy
3,5.104307519569782,Epsilon-Greedy
3,4.900085281423688,Epsilon-Greedy
3,4.1903116623321495,Epsilon-Greedy
3,4.159636732962156,Epsilon-Greedy
3,3.8745229530745244,Epsilon-Greedy
3,4.180511987153237,Epsilon-Greedy
3,3.2580109597357714,Epsilon-Greedy
3,4.436725012799925,Epsilon-Greedy
3,4.638980962704126,Epsilon-Greedy
3,4.292092185936285,Epsilon-Greedy
3,3.545879621211384,Epsilon-Greedy
3,2.6317968193661017,Epsilon-Greedy
3,5.5912510769818216,Epsilon-Greedy
3,1.260133212831787,Epsilon-Greedy
3,4.561321319686896,Epsilon-Greedy
3,6.285020898983079,Epsilon-Greedy
3,3.5226706043482126,Epsilon-Greedy
3,3.8519651387651765,Epsilon-Greedy
3,2.1557994408895684,Epsilon-Greedy
3,4.137957628700469,Epsilon-Greedy
3,3.3698882285053227,Epsilon-Greedy
3,4.405448442047824,Epsilon-Greedy
3,3.8797631935909744,Epsilon-Greedy
3,4.140060634919553,Epsilon-Greedy
3,3.5388241784027827,Epsilon-Greedy
3,4.864014104951838,Epsilon-Greedy
3,4.1843334329796855,Epsilon-Greedy
3,3.496770579745835,Epsilon-Greedy
3,3.2885523903860485,Epsilon-Greedy
3,4.655316989223824,Epsilon-Greedy
3,2.7612800301812115,Epsilon-Greedy
3,5.336779415502792,Epsilon-Greedy
3,3.2190031345435544,Epsilon-Greedy
3,3.347464647375789,Epsilon-Greedy
3,4.976714257622894,Epsilon-Greedy
3,2.9973287194135523,Epsilon-Greedy
3,3.4476254146727543,Epsilon-Greedy
3,4.357086972020396,Epsilon-Greedy
3,5.056724019423046,Epsilon-Greedy
3,3.42205472299606,Epsilon-Greedy
3,4.906984710631487,Epsilon-Greedy
3,4.958088903949559,Epsilon-Greedy
3,3.4203624099188055,Epsilon-Greedy
3,4.416703842144425,Epsilon-Greedy
3,2.532163848549916,Epsilon-Greedy
3,3.959217774268339,Epsilon-Greedy
3,5.41690894485631,Epsilon-Greedy
3,4.3222134294416295,Epsilon-Greedy
3,3.5478156538682635,Epsilon-Greedy
3,3.2887231280664944,Epsilon-Greedy
3,2.9927914373106055,Epsilon-Greedy
3,3.5216293645072,Epsilon-Greedy
3,5.093030230258686,Epsilon-Greedy
3,2.589729023579377,Epsilon-Greedy
3,3.6816292876525094,Epsilon-Greedy
3,3.2368248096675076,Epsilon-Greedy
3,3.2428986617488773,Epsilon-Greedy
3,5.2688039186987465,Epsilon-Greedy
3,3.604557755321112,Epsilon-Greedy
3,6.195086875907603,Epsilon-Greedy
3,2.6755582943251808,Epsilon-Greedy
3,3.914428768470718,Epsilon-Greedy
3,3.8424215438804827,Epsilon-Greedy
3,3.2343803398719575,Epsilon-Greedy
3,3.3444589011755146,Epsilon-Greedy
3,3.208096499538125,Epsilon-Greedy
3,6.759194889156669,Epsilon-Greedy
3,4.788527941932235,Epsilon-Greedy
3,3.761818893827067,Epsilon-Greedy
3,4.982273961503278,Epsilon-Greedy
3,5.122532868026805,Epsilon-Greedy
3,4.86048456739236,Epsilon-Greedy
3,3.744166324364552,Epsilon-Greedy
3,2.400821052732738,Epsilon-Greedy
3,4.553502975637462,Epsilon-Greedy
3,5.070291453117714,Epsilon-Greedy
3,2.0787456198478442,Epsilon-Greedy
3,4.6572388287066815,Epsilon-Greedy
3,4.46734402761661,Epsilon-Greedy
3,4.939859369358449,Epsilon-Greedy
3,3.1017951456197363,Epsilon-Greedy
3,4.312445574146403,Epsilon-Greedy
3,4.233059007647145,Epsilon-Greedy
3,5.163036023486734,Epsilon-Greedy
3,4.309196942414701,Epsilon-Greedy
3,3.057919180547469,Epsilon-Greedy
3,3.8454901368487358,Epsilon-Greedy
3,3.5865319015393906,Epsilon-Greedy
3,3.0606190450842456,Epsilon-Greedy
3,3.448883284526263,Epsilon-Greedy
3,2.6309142384272697,Epsilon-Greedy
3,3.933067125306028,Epsilon-Greedy
3,2.995514171669461,Epsilon-Greedy
3,2.3425964009398603,Epsilon-Greedy
3,6.008135391309195,Epsilon-Greedy
3,3.8631955023403397,Epsilon-Greedy
3,4.218398982813394,Epsilon-Greedy
3,3.1552858585291466,Epsilon-Greedy
3,2.2298304110096696,Epsilon-Greedy
3,4.276256156400839,Epsilon-Greedy
3,4.972332123195361,Epsilon-Greedy
3,4.346009048977216,Epsilon-Greedy
3,2.635343553763807,Epsilon-Greedy
3,3.0175133770546028,Epsilon-Greedy
3,4.84659138291657,Epsilon-Greedy
3,5.8242701822890846,Epsilon-Greedy
3,5.339885445115976,Epsilon-Greedy
3,4.0053912789939625,Epsilon-Greedy
3,5.396824653537411,Epsilon-Greedy
3,4.033700912565556,Epsilon-Greedy
3,4.411111768423592,Epsilon-Greedy
3,4.557209502033963,Epsilon-Greedy
3,2.959034286388956,Epsilon-Greedy
3,6.108638333730074,Epsilon-Greedy
3,5.0574906098496335,Epsilon-Greedy
3,3.999905677141462,Epsilon-Greedy
3,3.768783062269248,Epsilon-Greedy
3,5.374937504020414,Epsilon-Greedy
3,5.236853977803325,Epsilon-Greedy
3,3.381403131541527,Epsilon-Greedy
3,4.467473888302154,Epsilon-Greedy
3,3.400972481659865,Epsilon-Greedy
3,4.16782059229042,Epsilon-Greedy
3,4.834497414162322,Epsilon-Greedy
3,3.8264573328247296,Epsilon-Greedy
3,2.994521880650539,Epsilon-Greedy
3,4.613518831639738,Epsilon-Greedy
3,4.4613433755493475,Epsilon-Greedy
3,4.557336136254909,Epsilon-Greedy
3,4.960234882611885,Epsilon-Greedy
3,2.3086347122127924,Epsilon-Greedy
3,5.517465070834509,Epsilon-Greedy
3,2.9267356799376234,Epsilon-Greedy
3,3.5986651940664407,Epsilon-Greedy
3,4.572984760393507,Epsilon-Greedy
3,4.994094509997878,Epsilon-Greedy
3,1.8691421659688903,Epsilon-Greedy
3,3.5782917612922898,Epsilon-Greedy
3,4.480099122987827,Epsilon-Greedy
3,2.9477059290669763,Epsilon-Greedy
3,6.345050668089103,Epsilon-Greedy
3,4.944217737116716,Epsilon-Greedy
3,4.3427945731683515,Epsilon-Greedy
3,3.9217385038719113,Epsilon-Greedy
3,4.138131005850525,Epsilon-Greedy
3,4.4355848500009065,Epsilon-Greedy
3,3.2314652608663925,Epsilon-Greedy
3,4.121028392937891,Epsilon-Greedy
3,4.085780469483833,Epsilon-Greedy
3,2.7190146231827375,Epsilon-Greedy
3,3.3791436055188155,Epsilon-Greedy
3,4.8828607637236985,Epsilon-Greedy
3,3.4150368806452005,Epsilon-Greedy
3,5.4314720474766,Epsilon-Greedy
3,2.4704059632628956,Epsilon-Greedy
3,3.29281600909258,Epsilon-Greedy
3,4.943020315934996,Epsilon-Greedy
3,5.031869924809627,Epsilon-Greedy
3,3.6905231809295254,Epsilon-Greedy
3,4.318184935073594,Epsilon-Greedy
3,3.820472535281375,Epsilon-Greedy
3,4.875700628842208,Epsilon-Greedy
3,2.692998296132947,Epsilon-Greedy
3,2.9721204288200496,Epsilon-Greedy
3,3.0850687248844695,Epsilon-Greedy
3,3.7462818581690853,Epsilon-Greedy
3,3.2517238968688003,Epsilon-Greedy
3,3.446965974564023,Epsilon-Greedy
3,4.705867351642252,Epsilon-Greedy
3,3.1299800926266546,Epsilon-Greedy
3,1.3151906873114254,Epsilon-Greedy
3,3.679271000852124,Epsilon-Greedy
3,4.960506476553588,Epsilon-Greedy
3,3.183804220817742,Epsilon-Greedy
3,2.3231745956838665,Epsilon-Greedy
3,5.0367655678140455,Epsilon-Greedy
3,2.9455640362434314,Epsilon-Greedy
3,3.828594367281302,Epsilon-Greedy
3,3.0385433694575386,Epsilon-Greedy
3,5.581470297352845,Epsilon-Greedy
3,3.781794766931355,Epsilon-Greedy
3,4.238958408804314,Epsilon-Greedy
3,4.595319053789228,Epsilon-Greedy
3,2.711051910432037,Epsilon-Greedy
3,2.812363342967436,Epsilon-Greedy
3,3.6600034488160396,Epsilon-Greedy
3,3.2308822039151455,Epsilon-Greedy
3,6.255007518463909,Epsilon-Greedy
3,4.046648098142986,Epsilon-Greedy
3,3.769966578813945,Epsilon-Greedy
3,5.007027230647298,Epsilon-Greedy
3,3.4050425505247057,Epsilon-Greedy
3,2.1123502240604273,Epsilon-Greedy
3,3.98691704678593,Epsilon-Greedy
3,4.546299163270546,Epsilon-Greedy
3,4.718932936912889,Epsilon-Greedy
3,1.4645179137268833,Epsilon-Greedy
3,4.136500875106853,Epsilon-Greedy
3,5.5713938258576645,Epsilon-Greedy
3,4.35030534777162,Epsilon-Greedy
3,4.290561044661137,Epsilon-Greedy
3,3.2385025048813207,Epsilon-Greedy
3,5.1447920163082,Epsilon-Greedy
3,3.9335829141858123,Epsilon-Greedy
3,4.637932543051873,Epsilon-Greedy
3,3.9454416724673087,Epsilon-Greedy
3,4.277234947867035,Epsilon-Greedy
3,4.309581981479883,Epsilon-Greedy
3,5.518378732621361,Epsilon-Greedy
3,5.698033727143629,Epsilon-Greedy
3,4.852437488186626,Epsilon-Greedy
3,3.201762568147016,Epsilon-Greedy
3,3.8625400110608017,Epsilon-Greedy
3,3.331482558496227,Epsilon-Greedy
3,3.613603425299285,Epsilon-Greedy
3,3.8723147597759446,Epsilon-Greedy
3,4.136031278285657,Epsilon-Greedy
3,2.967409668305265,Epsilon-Greedy
3,3.499665231503141,Epsilon-Greedy
3,4.908101981923726,Epsilon-Greedy
3,2.4476925342912557,Epsilon-Greedy
3,2.9414683508873445,Epsilon-Greedy
3,4.331413026747979,Epsilon-Greedy
3,4.050588048700204,Epsilon-Greedy
3,5.413342394148606,Epsilon-Greedy
3,3.7429154114391787,Epsilon-Greedy
3,3.2405420402318783,Epsilon-Greedy
3,3.969847300507773,Epsilon-Greedy
3,2.6486325519196816,Epsilon-Greedy
3,4.740496486643467,Epsilon-Greedy
3,5.551296293557606,Epsilon-Greedy
3,2.968065623891057,Epsilon-Greedy
3,3.286297864958588,Epsilon-Greedy
3,4.758611327179876,Epsilon-Greedy
3,4.292065243137407,Epsilon-Greedy
3,5.2258891264514675,Epsilon-Greedy
3,4.485698396004213,Epsilon-Greedy
3,4.47448216471967,Epsilon-Greedy
3,3.3838125604755245,Epsilon-Greedy
3,4.513478032398998,Epsilon-Greedy
3,3.8402137294709617,Epsilon-Greedy
3,3.9642789334979427,Epsilon-Greedy
3,3.9541376934152392,Epsilon-Greedy
3,4.698802215236574,Epsilon-Greedy
3,4.4466581832141285,Epsilon-Greedy
3,2.7116997041705977,Epsilon-Greedy
3,3.73640027849417,Epsilon-Greedy
3,3.4204827256888946,Epsilon-Greedy
3,4.079284303620515,Epsilon-Greedy
3,2.334099024549236,Epsilon-Greedy
3,3.19502787222544,Epsilon-Greedy
3,4.20759323275145,Epsilon-Greedy
3,3.871316987777659,Epsilon-Greedy
3,4.953531126389922,Epsilon-Greedy
3,4.700746226042118,Epsilon-Greedy
3,4.057962845192356,Epsilon-Greedy
3,4.259656006613757,Epsilon-Greedy
3,4.232593209021984,Epsilon-Greedy
3,1.9805370353704372,Epsilon-Greedy
3,4.554262148535326,Epsilon-Greedy
3,3.4799619248576845,Epsilon-Greedy
3,2.615527125402726,Epsilon-Greedy
3,5.745838478857242,Epsilon-Greedy
3,5.425922541696899,Epsilon-Greedy
3,5.779426964797429,Epsilon-Greedy
3,5.179457279695786,Epsilon-Greedy
3,4.2853881760831065,Epsilon-Greedy
3,4.746471701689558,Epsilon-Greedy
3,5.835579224975122,Epsilon-Greedy
3,4.10361469276248,Epsilon-Greedy
3,2.6853381302493826,Epsilon-Greedy
3,4.6501178469031865,Epsilon-Greedy
3,4.240978279807945,Epsilon-Greedy
3,1.9687052222626984,Epsilon-Greedy
3,3.3874081777543714,Epsilon-Greedy
3,4.439382523678951,Epsilon-Greedy
3,5.322330397297952,Epsilon-Greedy
3,3.844794509114822,Epsilon-Greedy
3,5.097465938793263,Epsilon-Greedy
3,5.945932188640419,Epsilon-Greedy
3,4.168276730126979,Epsilon-Greedy
3,4.1800537780173626,Epsilon-Greedy
3,3.0835847400681455,Epsilon-Greedy
3,4.057526397382034,Epsilon-Greedy
3,3.883233207241969,Epsilon-Greedy
3,4.586161583910478,Epsilon-Greedy
3,5.022438869946456,Epsilon-Greedy
3,5.124247314145155,Epsilon-Greedy
3,2.063312438132534,Epsilon-Greedy
3,5.898840399895556,Epsilon-Greedy
3,3.4685331508300417,Epsilon-Greedy
3,4.6500437723817445,Epsilon-Greedy
3,4.437755503859488,Epsilon-Greedy
3,3.200076736154509,Epsilon-Greedy
3,3.922246495357154,Epsilon-Greedy
3,3.980776310323822,Epsilon-Greedy
3,2.482466191276532,Epsilon-Greedy
3,4.30594036595023,Epsilon-Greedy
3,5.713098092022774,Epsilon-Greedy
3,2.9209677155341027,Epsilon-Greedy
3,3.1976109407245135,Epsilon-Greedy
3,4.937303688505127,Epsilon-Greedy
3,4.175553051613023,Epsilon-Greedy
3,4.321767987048251,Epsilon-Greedy
3,4.442139137171974,Epsilon-Greedy
3,3.636156925302368,Epsilon-Greedy
3,3.113325163866647,Epsilon-Greedy
3,5.705950593331742,Epsilon-Greedy
3,3.5453960096423742,Epsilon-Greedy
3,1.9149858551884895,Epsilon-Greedy
3,3.7645905172885685,Epsilon-Greedy
3,2.926498066617113,Epsilon-Greedy
3,2.8305701688411324,Epsilon-Greedy
3,2.6697839387424755,Epsilon-Greedy
3,2.9565232939081167,Epsilon-Greedy
3,3.704931876441199,Epsilon-Greedy
3,4.861217202854177,Epsilon-Greedy
3,3.7685198253132404,Epsilon-Greedy
3,3.516247110810231,Epsilon-Greedy
3,3.159248908240072,Epsilon-Greedy
3,4.101123195097576,Epsilon-Greedy
3,3.406026536144691,Epsilon-Greedy
3,3.4924741224536224,Epsilon-Greedy
3,3.869633403957715,Epsilon-Greedy
3,3.403879003067745,Epsilon-Greedy
3,4.760339751672487,Epsilon-Greedy
3,2.1258721013790844,Epsilon-Greedy
3,4.680893643142527,Epsilon-Greedy
3,4.400915397646883,Epsilon-Greedy
3,2.358929191216519,Epsilon-Greedy
3,3.5117827021025327,Epsilon-Greedy
3,3.578522574490082,Epsilon-Greedy
3,3.4893335585963383,Epsilon-Greedy
3,3.908893606980178,Epsilon-Greedy
3,4.347857786400525,Epsilon-Greedy
3,4.357203774474347,Epsilon-Greedy
3,3.684479712554754,Epsilon-Greedy
3,4.319089164520755,Epsilon-Greedy
3,2.352259691314604,Epsilon-Greedy
3,5.2400403728052,Epsilon-Greedy
3,5.366872312923511,Epsilon-Greedy
3,4.828014520107111,Epsilon-Greedy
3,5.072834922445643,Epsilon-Greedy
3,2.4026337768492523,Epsilon-Greedy
3,5.495231302720603,Epsilon-Greedy
3,3.938271037170858,Epsilon-Greedy
3,4.002797206169576,Epsilon-Greedy
3,4.479467427717638,Epsilon-Greedy
3,6.024741715112525,Epsilon-Greedy
3,5.068414013446456,Epsilon-Greedy
3,2.8009324124765023,Epsilon-Greedy
3,5.27269760781313,Epsilon-Greedy
3,4.413201500663749,Epsilon-Greedy
3,3.8011085302245062,Epsilon-Greedy
3,4.0001925626400565,Epsilon-Greedy
3,3.9980921338306814,Epsilon-Greedy
3,4.533511040180171,Epsilon-Greedy
3,4.113366452663613,Epsilon-Greedy
3,3.9378186815657004,Epsilon-Greedy
3,4.921425971519045,Epsilon-Greedy
3,4.00361378320677,Epsilon-Greedy
3,3.5244050891978875,Epsilon-Greedy
3,4.386481113281611,Epsilon-Greedy
3,3.1388504944801072,Epsilon-Greedy
3,4.681116130617844,Epsilon-Greedy
3,4.502675934836195,Epsilon-Greedy
3,4.745394899722439,Epsilon-Greedy
3,3.9379764495587075,Epsilon-Greedy
3,5.034190487131375,Epsilon-Greedy
3,4.579794580476305,Epsilon-Greedy
3,3.613090342384735,Epsilon-Greedy
3,3.6940014528947875,Epsilon-Greedy
3,4.138466804116219,Epsilon-Greedy
3,4.018090304232059,Epsilon-Greedy
3,4.048185361155037,Epsilon-Greedy
3,3.910156470776418,Epsilon-Greedy
3,4.751140497807315,Epsilon-Greedy
3,3.8500686942124562,Epsilon-Greedy
3,3.704273621047132,Epsilon-Greedy
3,2.8686759580572105,Epsilon-Greedy
3,2.8002016652976307,Epsilon-Greedy
3,4.269174344739243,Epsilon-Greedy
3,3.132822471663989,Epsilon-Greedy
3,2.2331758038497966,Epsilon-Greedy
3,3.5925128637088273,Epsilon-Greedy
3,3.840509464948473,Epsilon-Greedy
3,3.8269047726511136,Epsilon-Greedy
3,4.422626500412386,Epsilon-Greedy
3,4.151583197560978,Epsilon-Greedy
3,5.277519983422233,Epsilon-Greedy
3,4.147009748920593,Epsilon-Greedy
3,3.99542369782551,Epsilon-Greedy
3,2.8864263227608244,Epsilon-Greedy
3,3.98450066721765,Epsilon-Greedy
3,5.40895464267287,Epsilon-Greedy
3,2.988803601756903,Epsilon-Greedy
3,4.4990604054411705,Epsilon-Greedy
3,2.794419064648854,Epsilon-Greedy
3,4.45572230160171,Epsilon-Greedy
3,4.946714192574719,Epsilon-Greedy
3,3.2465771379893695,Epsilon-Greedy
3,5.951680816751992,Epsilon-Greedy
3,2.3407307436831823,Epsilon-Greedy
3,3.399363244040539,Epsilon-Greedy
3,3.5715000353319217,Epsilon-Greedy
3,5.077373599169832,Epsilon-Greedy
3,6.1602789588682825,Epsilon-Greedy
3,4.909006103452284,Epsilon-Greedy
3,4.006202554372196,Epsilon-Greedy
3,3.2014113923900287,Epsilon-Greedy
3,5.004193489743927,Epsilon-Greedy
3,5.0024836109074595,Epsilon-Greedy
3,5.159779295916565,Epsilon-Greedy
3,5.669245139030059,Epsilon-Greedy
3,4.9719063376997115,Epsilon-Greedy
3,4.649258825932554,Epsilon-Greedy
3,2.7372404884935193,Epsilon-Greedy
3,5.246561250986959,Epsilon-Greedy
3,5.520315498691549,Epsilon-Greedy
3,3.8326896785128155,Epsilon-Greedy
3,4.895954864513642,Epsilon-Greedy
3,3.7798646630431447,Epsilon-Greedy
3,6.071372617958166,Epsilon-Greedy
3,4.782435547654487,Epsilon-Greedy
3,2.8619976137431413,Epsilon-Greedy
3,4.003057914174086,Epsilon-Greedy
3,3.6772947444961224,Epsilon-Greedy
3,2.704174754816182,Epsilon-Greedy
